disease	mesh_id
thyroiditis	D013966
thyroiditis, autoimmune	D013967
thyroiditis, chronic	C535842
thyroiditis, subacute	D013968
thyroiditis, suppurative	D013969
thyroid neoplasms	D013964
thyroid nodule	D016606
thyroid-stimulating hormone level quantitative trait locus 1	612306
thyrotoxicosis	D013971
thyrotoxic periodic paralysis, susceptibility to, 1	188580
thyrotoxic periodic paralysis, susceptibility to, 2	613239
thyrotropin, biologically inactive	C564765
thyrotropin deficiency, isolated	C000610012
thyrotropin-releasing hormone deficiency	275120
thyrotropin-releasing hormone resistance, generalized	C566049
thyroxine-binding globulin deficiency	C564049
tibia, absence of, with congenital deafness	C564764
tibia, absence or hypoplasia of, with polydactyly, retrocerebellar arachnoid cyst, and other anomalies	C563403
tibia absent polydactyly arachnoid cyst	C536918
tibia, bowing of, with pseudarthrosis and pectus excavatum	C563787
tibia, hypoplasia of, with polydactyly	C566046
tibial fractures	D013978
tibial meniscus injuries	D000070600
tibial neuropathy	D020429
tibial torsion, bilateral medial	C566045
tick bites	D064927
tick-borne diseases	D017282
tick infestations	D013984
tick paralysis	D013985
tick toxicoses	D013986
tics	D020323
tietze's syndrome	D013991
tietz syndrome	C536919
tight skin contracture syndrome, lethal	C536920
tiglic acidemia	C536921
timothy syndrome	C536962
tinea barbae	C000656825
tinea capitis	D014006
tinea favosa	D014007
tinea incognita	C000656845
tinea manus	C000656824
tinea nigra	C000656904
tinnitus	D014012
tissue adhesions	D000267
t-lymphocytopenia	C536783
t-lymphocytopenia, idiopathic cd4-positive	D018344
tn syndrome	C562719
tobacco addiction, susceptibility to	188890
tobacco use disorder	D014029
toenail dystrophy, isolated	C564384
toe syndactyly, telecanthus, and anogenital and renal malformations	C567475
togaviridae infections	D014036
tollner horst manzke syndrome	C536964
tolosa-hunt syndrome	D020333
tomaculous neuropathy	C536965
tongue diseases	D014060
tongue, fissured	D014063
tongue, hairy	D014064
tongue neoplasms	D014062
tonic pupil	D015845
tonic, sluggishly reacting pupil and hypoactive or absent tendon reflexes	C531601
tonne-kalscheuer syndrome	300978
tonoki syndrome	C536967
tonsillar neoplasms	D014067
tooth abnormalities	D014071
tooth abrasion	D014072
tooth agenesis, selective, 2	C566513
tooth agenesis, selective, 3	C567036
tooth agenesis, selective, 4	C563634
tooth agenesis, selective, 5	C565757
tooth agenesis, selective, 6	C567755
tooth agenesis, selective, 7	616724
tooth agenesis, selective, 8	617073
tooth agenesis, selective, 9	617275
tooth agenesis, selective, with orofacial cleft	C566994
tooth agenesis, selective, x-linked, 1	C567060
tooth ankylosis	D020254
tooth attrition	D019217
tooth avulsion	D014084
tooth demineralization	D017001
tooth discoloration	D014075
tooth diseases	D014076
tooth erosion	D014077
tooth eruption, ectopic	D014079
tooth fractures	D014082
tooth, impacted	D014095
tooth injuries	D018677
tooth loss	D016388
tooth migration	D014085
tooth mobility	D014086
tooth, nonvital	D019553
tooth resorption	D014091
tooth, supernumerary	D014096
tooth, unerupted	D014097
tooth wear	D057085
torovirus infections	D018176
torsades de pointes	D016171
torsion abnormality	D014102
torsion dystonia with onset in infancy	C536969
torticollis	D014103
torticollis keloids cryptorchidism renal dysplasia	C536970
torulopsis	C536972
torus palatinus and torus mandibularis	C566043
total hypotrichosis, mari type	C536973
townes-brocks-branchiootorenal-like syndrome	C566272
townes-brocks syndrome	C536974
toxascariasis	D017227
toxemia	D014115
toxic optic neuropathy	D000081028
toxocara canis infection (canine roundworms)	C531834
toxocariasis	D014120
toxoplasmosis, animal	D014124
toxoplasmosis, cerebral	D016781
toxoplasmosis, congenital	D014125
toxoplasmosis, ocular	D014126
tracheal agenesis	C536975
tracheal agenesis without tracheoesophageal fistula	C536976
tracheal diseases	D014133
tracheal neoplasms	D014134
tracheal stenosis	D014135
tracheitis	D014136
tracheobronchial stenosis, congenital	C566362
tracheobronchomalacia	D055089
tracheobronchomegaly	D014137
tracheobronchopathia osteoplastica	C536977
tracheoesophageal fistula	D014138
tracheomalacia	D055090
tranebjaerg svejgaard syndrome	C536978
transaldolase deficiency	C563207
transcobalamin i deficiency	C562798
transcobalamin ii deficiency	275350
transfusion reaction	D065227
transfusion-related acute lung injury	D000073617
transient antero-apical dyskinesia	C538679
transient bullous dermolysis of the newborn	C536979
transient erythroblastopenia of childhood	C536980
transient myeloproliferative disorder of down syndrome	C566024
transient tachypnea of the newborn	D059245
translocation, genetic	D014178
transposition of great vessels	D014188
transposition of the great arteries, dextro-looped 1	C563853
transvestism	D014190
trauma and stressor related disorders	D000068099
trauma, nervous system	D020196
travel-related illness	D000076082
treacher collins syndrome 2	613717
treft sanborn carey syndrome	C536544
trehalase deficiency	C562603
trematode infections	D014201
tremor hereditary essential, 1	C536545
tremor hereditary essential, 2	C536546
tremor, hereditary essential, 3	C566949
tremor, hereditary essential, 4	614782
tremor, hereditary essential, 5	616736
tremor, hereditary essential, and idiopathic normal pressure hydrocephalus	C567519
tremor of intention, ataxia, and lipofuscinosis	C566038
trench fever	D014205
treponemal infections	D014211
tricarboxylic acid cycle, defect of	C564762
trichiasis	D058457
trichilemmal cyst 1	C566458
trichinellosis	D014235
trichodental syndrome	C536551
tricho-dento-osseous syndrome	C536549
trichodentoosseous syndrome	190320
tricho-dento-osseous syndrome 1	C536550
trichodysplasia-xeroderma	C566032
trichoepithelioma, multiple familial, 2	C567418
trichoepitheliomas, multiple desmoplastic	C566034
trichofolliculoma	C536553
trichohepatoenteric syndrome	C565627
trichomonas infections	D014245
trichomonas vaginitis	D014247
trichoodontoonychial dysplasia	C564760
trichophyton infection	C569516
trichorhinophalangeal syndrome, type i	C536820
trichorhinophalangeal syndrome, type iii	C566033
trichorrhexis nodosa syndrome	C536556
trichoscyphodysplasia	C536557
trichosporonosis	D060586
trichostasis spinulosa	C536558
trichostrongyloidiasis	D014252
trichostrongylosis	D014253
trichothiodystrophy 1, photosensitive	601675
trichothiodystrophy 2, photosensitive	616390
trichothiodystrophy 3, photosensitive	616395
trichothiodystrophy 5, nonphotosensitive	300953
trichothiodystrophy 6, nonphotosensitive	616943
trichothiodystrophy syndromes	D054463
trichothiodystrophy, type 1	C564734
trichothiodystrophy with sun sensitivity	C564733
trichuriasis	D014257
tricuspid atresia	D018785
tricuspid valve insufficiency	D014262
tricuspid valve prolapse	D014263
tricuspid valve stenosis	D014264
trifunctional protein deficiency with myopathy and neuropathy	C566945
trigeminal autonomic cephalalgias	D051303
trigeminal nerve diseases	D020433
trigeminal nerve injuries	D061221
trigger finger disorder	D052582
triglyceride storage disease, type i	C566031
triglyceride storage disease, type ii	C566030
trigonobrachycephaly, bulbous bifid nose, micrognathia, and abnormalities of the hands and feet	C564759
trigonocephaly, nonsyndromic	C562951
trilogy of fallot	D014286
trimethylaminuria	C536561
triosephosphate isomerase deficiency	C566029
triphalangeal thumb	C573898
triphalangeal thumb non opposable	C536562
triphalangeal thumbs brachyectrodactyly	C536564
triphalangeal thumb with double phalanges	C566028
triple negative breast neoplasms	D064726
triple x syndrome	C535318
triploidy	D057885
trismus	D014313
trisomy	D014314
trisomy 13 syndrome	D000073839
trisomy 18-like syndrome	C563382
trisomy 18 syndrome	D000073842
trisomy 20p	C535371
trisomy 22 mosaicism syndrome	C536796
tritanopia	190900
trochlea of the humerus, aplasia of	C566022
trochlear nerve diseases	D020432
trochlear nerve injuries	D061247
trombiculiasis	D014323
trophoblastic neoplasms	D014328
trophoblastic tumor, placental site	D018245
tropical calcific pancreatitis	C564276
trueb burg bottani syndrome	C536565
truncus arteriosus, persistent	D014339
trypanosomiasis, african	D014353
trypanosomiasis, bovine	D014354
trypsinogen deficiency	614044
tryptophanuria with dwarfism	C562658
tsc2 angiomyolipomas, renal, modifier of	C567682
tsukahara syndrome	C566376
tuberculoma	D014375
tuberculoma, intracranial	D016862
tuberculosis, avian	D014379
tuberculosis, bovine	D014380
tuberculosis, cardiovascular	D014381
tuberculosis, central nervous system	D020306
tuberculosis, cutaneous	D014382
tuberculosis, endocrine	D014383
tuberculosis, female genital	D014384
tuberculosis, gastrointestinal	D014385
tuberculosis, hepatic	D014386
tuberculosis, laryngeal	D014387
tuberculosis, lymph node	D014388
tuberculosis, male genital	D014389
tuberculosis, meningeal	D014390
tuberculosis, miliary	D014391
tuberculosis, multidrug-resistant	D018088
tuberculosis, ocular	D014392
tuberculosis, oral	D014393
tuberculosis, osteoarticular	D014394
tuberculosis, pleural	D014396
tuberculosis, pulmonary	D014397
tuberculosis, renal	D014398
tuberculosis, spinal	D014399
tuberculosis, splenic	D014400
tuberculosis, urogenital	D014401
tuberous sclerosis	D014402
tuberous sclerosis 1	C565346
tuberous sclerosis 2	C566021
tubular sweat gland adenomas	D000074009
tubulointerstitial nephritis and uveitis	C536922
tucker syndrome	C536923
tufted angioma	C536924
tuftsin deficiency	C562872
tukel syndrome	C536925
tumoral calcinosis, hyperphosphatemic, familial	C566870
tumoral calcinosis, normophosphatemic, familial	C566473
tumor lysis syndrome	D015275
tumor predisposition syndrome	614327
tumor suppressor gene on chromosome 11	603040
tumor virus infections	D014412
tune deafness	C566019
tungiasis	D058285
tunglang savage bellman syndrome	C536927
turcot syndrome	C536928
turner syndrome-associated neurocognitive phenotype	C564058
twenty-nail dystrophy	C562907
twinning due to superfetation	C566018
twins, conjoined	D014428
tympanic membrane perforation	D018058
typhlitis	D053706
typhus, endemic flea-borne	D014437
typhus, epidemic louse-borne	D014438
typical teratoid rhabdoid tumor	C000597569
tyrosine kinase 2 deficiency	C566928
tyrosinemias	D020176
tyrosinosis	C562659
uhl anomaly	C536932
ulna fractures	D014458
ulna hypoplasia with mental retardation	C536934
ulna metaphyseal dysplasia syndrome	C536935
ulnar agenesis and endocardial fibroelastosis	C564756
ulnar-fibular ray defect and brachydactyly	C563905
ulnar hypoplasia lobster claw deformity of feet	C536936
ulnar hypoplasia with mental retardation	C564757
ulnar-mammary syndrome	C536937
ulnar nerve compression syndromes	D017769
ulnar neuropathies	D020424
ulnar ray dysgenesis with postaxial polydactyly and renal cystic dysplasia	C565783
umbilical cord ulceration and intestinal atresia	C536938
uncombable hair syndrome	C536939
unconsciousness	D014474
undiagnosed diseases	D000080842
undifferentiated connective tissue diseases	D000074079
undritz anomaly	C566014
unicuspid aortic valve	C000655292
unilateral breast neoplasms	D000069584
uniparental disomy	D024182
uniparental disomy of 11	C536468
uniparental disomy of 13	C536469
uniparental disomy of chromosome 2	C536470
uniparental disomy, paternal, chromosome 14	C536471
univentricular heart	D000080039
unverricht-lundborg syndrome	D020194
upington disease	C536472
upper extremity deep vein thrombosis	D056824
upper extremity deformities, congenital	D038062
upton young syndrome	C536473
urachal adenocarcinoma	C536474
urachal cancer	C536475
urachal cyst	D014496
urate-binding globulin, decrease in	C566013
urban schosser spohn syndrome	C536476
urea cycle disorders, inborn	D056806
ureaplasma infections	D016869
ureteral calculi	D014514
ureteral diseases	D014515
ureteral neoplasms	D014516
ureteral obstruction	D014517
ureter, bifid or double	C566012
ureterocele	D014518
ureterolithiasis	D053039
urethral diseases	D014522
urethral neoplasms	D014523
urethral obstruction	D014524
urethral obstruction sequence	C536477
urethral stricture	D014525
uric acid concentration, serum, quantitative trait locus 1	138900
uric acid concentration, serum, quantitative trait locus 4	612671
uridine 5-prime monophosphate hydrolase deficiency, hemolytic anemia due to	C564859
urinary bladder calculi	D001744
urinary bladder diseases	D001745
urinary bladder fistula	D001747
urinary bladder neck obstruction	D001748
urinary bladder neoplasms	D001749
urinary bladder, neurogenic	D001750
urinary bladder, overactive	D053201
urinary bladder, underactive	D000077295
urinary calculi	D014545
urinary fistula	D014548
urinary incontinence, stress	D014550
urinary incontinence, urge	D053202
urination disorders	D014555
urinoma	D053584
urioste martinez-frias syndrome	C536478
urocanase deficiency	C536479
urofacial syndrome	C536480
urogenital abnormalities	D014564
urogenital adysplasia	C536481
urogenital neoplasms	D014565
urolithiasis	D052878
urological manifestations	D020924
urologic diseases	D014570
urologic neoplasms	D014571
uropathy distal obstructive polydactyly	C536483
urticaria, aquagenic	C562481
